feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X2487d88c9966a6b0e2b87711d51811a8	Sex	Male	-0.00089701003355323	0.00206084694818258	184	24	0.663930339283902	0.907168623967661
X7888dc681f2841bbc77d1f456dbda3d9	Sex	Male	-0.0049201226603002	0.0114101728370384	184	178	0.666872168395569	0.907168623967661
Xa0ac269acfcd16c66700762ee6340b07	Sex	Male	-0.00223256039197255	0.0051400544741182	184	97	0.664594780684834	0.907168623967661
X8c3c2cadc6f0966f44b3f2371d81abd3	Tert_combine	Combine Medium	0.00172579946405536	0.00396263486969087	184	79	0.663745390363885	0.907168623967661
X3d846e34d0ebbaa6096f5b1e5e8afa03	entacapone	entacapone	-0.00281742226894595	0.00646410195314733	184	170	0.663500212551984	0.907168623967661
X3d514b698192fb4c2a0445c3498b2cfb	Sex	Male	0.00256339363515866	0.00591886014271512	184	153	0.665505578702366	0.907168623967661
X970c4c927d69ee41accb2c1a29f9a023	Age	Age	-0.00115652926946673	0.00262178629617722	184	35	0.659691388600614	0.907168623967661
X959a41695798ad7798d39740d7e9ae19	Age	Age	-0.00144161270211726	0.00335939347711293	184	61	0.668379241600302	0.907168623967661
X2132a94c12039eca49c517950714e48a	Sex	Male	0.00126398674996339	0.00295475150865014	184	24	0.669358371402482	0.907168623967661
Xa9625534f57e5ed4661782588cc20467	Tert_combine	Combine Medium	-0.00117296955839311	0.00270516808260175	184	97	0.665132864754246	0.907168623967661
X1f9695def389854178788b2e4a8792ee	Tert_combine	Combine Medium	0.000536052522479102	0.00136250200341129	184	28	0.694498936650557	0.907989335735389
Xd4dcc0bc5f5a6e517ddf472187dbc2e7	Sex	Male	0.00534195357519088	0.0138464530777762	184	151	0.700133320098234	0.907989335735389
Xa81bf36dba92ea8defbda21f3633f8fe	entacapone	entacapone	-0.00024735326946973	0.000610605673703929	184	20	0.685923086831822	0.907989335735389
X4c089330a0f8ccdd7dd92492808e9247	Sex	Male	0.00146690058166006	0.00379607514267635	184	126	0.699670475365108	0.907989335735389
X5b73138c8555560a7cd45cb7bd7ca6da	Tert_combine	Combine Medium	-0.00144332595272259	0.00378172799210042	184	26	0.703197498883243	0.907989335735389
X74fafaec802530941890c1f49dfbf3e4	entacapone	entacapone	-0.00164158731321107	0.00407327114036156	184	47	0.687449966886416	0.907989335735389
X9228756628ca33af7e8809e0968c79f8	Sex	Male	0.000599075916982871	0.00160924971338215	184	20	0.710160767250499	0.907989335735389
Xc43bbd203d077ba15c26090580d64d32	Sex	Male	-0.00188934548427505	0.00488648752760455	184	113	0.699506883422706	0.907989335735389
X68ee03666c1dd76a9a1ca298d04bc99e	Sex	Male	-0.00424215234137533	0.0106801339846366	184	19	0.69172393212375	0.907989335735389
X8ac938c2111c4dea67b9a99a3f7900bc	Tert_combine	Combine High	-0.00101741875612294	0.00245466189292037	184	29	0.679048231977406	0.907989335735389
X9d7e2f75c0754a3aaf6bf21a479a0046	Tert_combine	Combine High	-0.0044547122717507	0.0111582277171913	184	153	0.690229920774697	0.907989335735389
X1131f697b19dc061094f3b846b9f66a0	Sex	Male	-0.000797454017100506	0.00214318402117496	184	66	0.710295921603815	0.907989335735389
X0bc4e35da130d9cb9fc1090c80011153	Sex	Male	-0.00576899302929102	0.01381187416087	184	179	0.676711811713669	0.907989335735389
X0bc4e35da130d9cb9fc1090c80011153	entacapone	entacapone	0.00241220008480961	0.00635863208303836	184	179	0.704900854151334	0.907989335735389
X970d6f0c54e1e999cbdcdefc80299e2b	Sex	Male	0.00464219683494479	0.0120522772148834	184	79	0.700597378452448	0.907989335735389
X76214bb13d1e7d69ca2f7827e3ac12e2	Age	Age	-0.00129738134124359	0.00316510384048951	184	169	0.682400288813617	0.907989335735389
X00dcba6e262a3194c68f52e6af48a071	Age	Age	0.00131645013406633	0.0035547377054651	184	160	0.711598056421587	0.907989335735389
Xec65ab01e974afdd946f7c025b3ceba5	Sex	Male	0.00220820100815082	0.00567306549127426	184	53	0.697589337341729	0.907989335735389
X7d0ccb9242c92ba67eae0552bf7c6f94	Sex	Male	-0.0017971035142879	0.00430127796173722	184	102	0.676621830505674	0.907989335735389
X84b17f815f1e8767da103f96068901ec	Tert_combine	Combine High	0.00305677097015576	0.00752240744743433	184	131	0.684998631727819	0.907989335735389
Xc5a684b3dfddaa1e68d4563ea771ed15	Tert_combine	Combine Medium	0.0050370529339497	0.0128052979025548	184	162	0.694554595823921	0.907989335735389
X059d6e79cba765d062053442b8ada21c	Tert_combine	Combine High	0.00639589681519114	0.0172430687822819	184	124	0.711160202981755	0.907989335735389
Xc6b61011752152bbbc32003f5d0c5398	Tert_combine	Combine High	0.00313589293154696	0.00800706762503247	184	99	0.695820084370576	0.907989335735389
X6ca83bb8d84d22ff21607c96e42f4295	Sex	Male	0.000781147581270057	0.00212567430254628	184	28	0.713721849950143	0.907989335735389
X6ca83bb8d84d22ff21607c96e42f4295	entacapone	entacapone	-0.000390578458113787	0.000978605847463757	184	28	0.690313703916421	0.907989335735389
X57188cc28844564b611d3dd0d6e30de7	entacapone	entacapone	-0.00102558938345347	0.00264792550313277	184	67	0.699010982411822	0.907989335735389
Xc6faae06a70c97500e4f329b617e70b7	Tert_combine	Combine Medium	0.00447694796537003	0.0121496886576339	184	118	0.712977383465482	0.907989335735389
Xa75f6c6ef715f88994d61a440132c65b	Tert_combine	Combine High	0.00869632905282842	0.0235233233750828	184	161	0.712079336879423	0.907989335735389
X327e928d80b137060bd55c0515d64b2a	Tert_combine	Combine High	0.000892722927133117	0.00225783943427166	184	24	0.693058066192603	0.907989335735389
Xede2e1cdf233330f3e67603862d90fd5	Sex	Male	-0.000621511005083765	0.00153486822594955	184	24	0.686045616018338	0.907989335735389
Xf247c06edb93b0f02277e395b87328aa	Tert_combine	Combine Medium	0.00345201957486527	0.00933536669572838	184	149	0.712013113892768	0.907989335735389
X9228756628ca33af7e8809e0968c79f8	entacapone	entacapone	-0.00026853414135472	0.000740857231824611	184	20	0.717460823752812	0.909303584651442
X9d7e2f75c0754a3aaf6bf21a479a0046	Age	Age	0.00155048529568251	0.00430185937287452	184	153	0.718984229724396	0.909303584651442
Xde021ed367003d69832c2a5461985f38	entacapone	entacapone	0.000742047562099158	0.00205370674727961	184	154	0.718313417407401	0.909303584651442
X3d846e34d0ebbaa6096f5b1e5e8afa03	Tert_combine	Combine Medium	0.00569418117393591	0.0159442068320949	184	170	0.721441443154096	0.910625696349103
X7ba07d9f4e22c332b04d5646fe2ea051	Sex	Male	0.00106772477515704	0.00301663095339869	184	27	0.723823091769608	0.911847449592573
X194d511e554b455dac7747ef6442339f	Sex	Male	-0.000760916695158537	0.00217104075790116	184	72	0.726413987696107	0.912966107020268
Xdd887bed9045e6e59c223bf9074e8f71	Tert_combine	Combine Medium	0.000743387601134411	0.00214176630234517	184	32	0.7289574342875	0.912966107020268
X4a21bd45b5ff48f40bbcadf6930fc3ee	Sex	Male	-0.00414380843829783	0.011917697048118	184	172	0.728499154619607	0.912966107020268
Xcbd66fa79a3e7fa1c33d29ed908de048	Tert_combine	Combine Medium	0.00161984880031582	0.00477430247156164	184	19	0.734818848973757	0.91403553967608
Xa0ac269acfcd16c66700762ee6340b07	Tert_combine	Combine High	0.00208989492215347	0.0060851693731994	184	97	0.731696347106431	0.91403553967608
X9c804f3d76b861e98e017e380f2f04df	Age	Age	-0.000781378502544531	0.00232192054092194	184	137	0.736896869196219	0.91403553967608
X85c51ab58e3beec0355a935d17f0758e	Sex	Male	-0.00221493680698448	0.00655558170951998	184	141	0.735882693732945	0.91403553967608
Xc6faae06a70c97500e4f329b617e70b7	Tert_combine	Combine High	0.00428936287859	0.0126667235481153	184	118	0.735309531613111	0.91403553967608
X0029d1a452fe37b0ff76a9c1da5ccf21	Tert_combine	Combine High	0.00186777525267235	0.0056393511302026	184	84	0.740903210508784	0.917241018768072
X327e928d80b137060bd55c0515d64b2a	Tert_combine	Combine Medium	-0.000708086904840001	0.00216567812987523	184	24	0.744106272920615	0.919441659068576
X4661cd41d2df6a4bf70276894e6cc779	Sex	Male	0.000648162127194371	0.00200208310362007	184	37	0.746534624869796	0.920678457057396
X79a123f051e7c2965a46226b1d95246e	Age	Age	-0.000851133030950163	0.00275644489526196	184	159	0.757872016587408	0.924059453116972
X1131f697b19dc061094f3b846b9f66a0	Tert_combine	Combine Medium	-0.000759915849924948	0.00243369006213603	184	66	0.755238960221731	0.924059453116972
X5c7f516ff4d244a8f63e883a44267f20	Sex	Male	-0.000617890871025355	0.00195717784981053	184	43	0.752618266616904	0.924059453116972
X264be41ad2f4137d7cd5fefe393e1b92	Age	Age	0.000509425518318684	0.00164954866424222	184	50	0.757835604823934	0.924059453116972
X327e928d80b137060bd55c0515d64b2a	Age	Age	0.00027629759636329	0.000870470470664683	184	24	0.751325299329521	0.924059453116972
X64d94620fe0f5db1cd211f24f6a6d659	Sex	Male	0.000824631017107968	0.00265416259000542	184	55	0.756418786607034	0.924059453116972
X94adac1e5690b5aef26d6014e471f458	entacapone	entacapone	0.00061371677472509	0.00204603732474103	184	86	0.764583170099041	0.930483291912984
Xdc04cb67b3295173275e20a8a7a3d16a	Tert_combine	Combine Medium	0.000529226403756517	0.00178160545821067	184	23	0.766795078876094	0.931417751177176
X19563b70bb3469c665c888e4685e7f99	Age	Age	-0.000637611107011576	0.002174090625754	184	130	0.769672274724115	0.933155295483185
X7bf7ea59cac793e65c0bc293eabf44dc	Sex	Male	0.00230931333028203	0.00793703075414585	184	23	0.771445148184562	0.933549944801206
X8ac938c2111c4dea67b9a99a3f7900bc	entacapone	entacapone	0.000270188394031413	0.000954548095555722	184	29	0.777484125705254	0.939095994531628
Xfc4575c432e5f43c1eaf202f1c5816c4	Tert_combine	Combine High	-0.00111571928671142	0.00420914967869942	184	69	0.791280494381887	0.940199348635585
X6f0b4058c92e83c77533a218739a0e38	Sex	Male	0.00224532775943308	0.00882411095397345	184	183	0.79945625170589	0.940199348635585
Xc00514d54b15725f03c323c54796a7c0	Tert_combine	Combine Medium	0.00200818347116358	0.00804462275588361	184	106	0.803178048214275	0.940199348635585
X2a7ee151e83dbc4a4ac13f84a434c8c7	Tert_combine	Combine Medium	0.000534157132453074	0.00201286962055497	184	25	0.791049054213223	0.940199348635585
X970d6f0c54e1e999cbdcdefc80299e2b	Tert_combine	Combine High	0.00377142815704457	0.014268360102915	184	79	0.791856508417485	0.940199348635585
Xf3e1ff3be3a6f13f24666ea97d99cd0b	entacapone	entacapone	-0.000733368373072362	0.00285701132335787	184	160	0.797731596978561	0.940199348635585
X7d0ccb9242c92ba67eae0552bf7c6f94	Age	Age	-0.000493964880942825	0.00196319503502482	184	102	0.80164793139035	0.940199348635585
Xe8d0f444dc3a43708bc843fd8472b381	Tert_combine	Combine High	-0.00532761451874017	0.0202979987119739	184	144	0.793280731471735	0.940199348635585
Xe8d0f444dc3a43708bc843fd8472b381	Age	Age	0.00206218158786235	0.00782553808927633	184	144	0.792473162699632	0.940199348635585
Xa965d63a2b3f783b281a48f774847f29	Tert_combine	Combine High	0.00294805250496196	0.0107924969958846	184	82	0.785067574637124	0.940199348635585
X57188cc28844564b611d3dd0d6e30de7	Tert_combine	Combine High	-0.00183886144046495	0.00680925545616216	184	67	0.787450746129246	0.940199348635585
X76aa915543cd876d620ebeafeb9fd767	Tert_combine	Combine Medium	0.00292321796338262	0.0114651710878359	184	173	0.799061940764287	0.940199348635585
X570cad8230542ad8f2c032a719120bee	Age	Age	-0.0004956564863561	0.00182160644470751	184	70	0.78588035300693	0.940199348635585
X64d94620fe0f5db1cd211f24f6a6d659	Tert_combine	Combine High	0.000784427402303795	0.00314219022104107	184	55	0.803168027326375	0.940199348635585
Xa9625534f57e5ed4661782588cc20467	Age	Age	0.000293817775181524	0.0010873125150066	184	97	0.787319711684019	0.940199348635585
Xac4a57c0c6ca41f976c5c914e25ed371	entacapone	entacapone	-0.000630015674429582	0.00231728411273013	184	54	0.786050613376189	0.940199348635585
X1703aefcb845a13faff8f80ea8265820	Sex	Male	-0.000597883208566979	0.00231794956927897	184	61	0.796771806345308	0.940199348635585
Xce7e172e3d64bc42dddb2f4aa26e3a03	Tert_combine	Combine Medium	0.00217525017451607	0.00894584705514315	184	81	0.8081799951753	0.943611606820967
X47837e1a0b06f78d52ce1faf831fec84	Sex	Male	0.00132538278761771	0.00547513966548249	184	163	0.809018943522472	0.943611606820967
X059d6e79cba765d062053442b8ada21c	Tert_combine	Combine Medium	-0.00392960725037561	0.0165392349814142	184	124	0.812486248203957	0.945945180670672
X79a123f051e7c2965a46226b1d95246e	Sex	Male	0.00139958497322162	0.00603925512708086	184	159	0.817015825884154	0.947797136142588
X9f185911874fb5d5b2623b647359f33b	entacapone	entacapone	-0.000398645690166424	0.00170745609546995	184	54	0.815678011368838	0.947797136142588
X94a45fbb634a4ae23f34d8160d95c8b7	Tert_combine	Combine High	0.00131008601699111	0.00570248020911073	184	155	0.818573530447178	0.94789933058964
X4c089330a0f8ccdd7dd92492808e9247	Tert_combine	Combine High	0.00100436352483059	0.00449406914126927	184	126	0.82342845607857	0.950109757013734
X6e373fe39ea68760cf9b2bf171476a55	entacapone	entacapone	-0.00111470274959905	0.00498741809561372	184	120	0.823415616464898	0.950109757013734
X9f05e4992392a05c38e1c790e07f3e5c	Sex	Male	-0.000907016137617665	0.00417785969398599	184	131	0.828393320139463	0.950753988731136
X18f3b811ae49dad2e01b20f5f39d10a7	Age	Age	-0.000666591879210056	0.00306019576039069	184	135	0.827828605529343	0.950753988731136
X86b5603a79c587d59312beef52df3409	Tert_combine	Combine High	0.00145904680780773	0.00672122022802017	184	172	0.828408901809145	0.950753988731136
Xc44642d31840ae8b6896c0bc0f5a8802	Tert_combine	Combine Medium	-0.00145964504773507	0.00690629914891655	184	167	0.832870476330888	0.953844730667796
Xa0ac269acfcd16c66700762ee6340b07	Age	Age	-0.00048285331943471	0.00234603053164934	184	97	0.837182936941225	0.953844730667796
X9d2a55480c1cd54eacfb0243d4562261	Sex	Male	0.000564799979165466	0.00279274075245784	184	27	0.839974894603579	0.953844730667796
Xa0f9d2150e3f8419a6ade2e296eafb5f	entacapone	entacapone	0.00102257476541918	0.00490242233643323	184	113	0.83502442110935	0.953844730667796
X77be5efca77e4204775e4e828a1580db	Tert_combine	Combine High	0.000775415374727155	0.00376424168801119	184	64	0.837044149351929	0.953844730667796
X0b3590ab4de6582222af6f3565ceca0c	Tert_combine	Combine High	-0.000706897310653412	0.00347280799728166	184	30	0.83894988517731	0.953844730667796
Xc44642d31840ae8b6896c0bc0f5a8802	Sex	Male	0.00112652173708464	0.00608190427026729	184	167	0.853275857657675	0.955491194772918
X1941bdf9450a85f4069a80e526137af7	Tert_combine	Combine Medium	-0.00248120171464722	0.0127001962366931	184	179	0.845341580868378	0.955491194772918
X1131f697b19dc061094f3b846b9f66a0	Tert_combine	Combine High	-0.000479413158752412	0.00253725672217152	184	66	0.85036053613782	0.955491194772918
X194d511e554b455dac7747ef6442339f	Tert_combine	Combine High	0.000507825084854325	0.00257023554798302	184	72	0.843613163014532	0.955491194772918
X3d514b698192fb4c2a0445c3498b2cfb	Tert_combine	Combine High	-0.00133923498930535	0.00700717602236688	184	153	0.848659731103796	0.955491194772918
Xa965d63a2b3f783b281a48f774847f29	Sex	Male	-0.00171519179631346	0.0091162659686886	184	82	0.85098902649336	0.955491194772918
X059d6e79cba765d062053442b8ada21c	Sex	Male	-0.00272361376953568	0.0145649705712788	184	124	0.85188819131145	0.955491194772918
X9f79ff73dcbc3e304545d60cdbbca33b	entacapone	entacapone	0.000220185612031183	0.00113351819429138	184	57	0.846215026226077	0.955491194772918
Xa3d1f4355f204d4d49ad2bea3b801265	Tert_combine	Combine High	0.000713255599698291	0.00389793629535876	184	25	0.855032091592499	0.9557984386086
Xfc2bf17d11280ea7e498670124f07400	Tert_combine	Combine High	-0.000338195885192652	0.00220538736629197	184	51	0.878306407941905	0.957395789895601
Xfc2bf17d11280ea7e498670124f07400	Age	Age	-0.000125936569821095	0.000850248494022509	184	51	0.882427768495524	0.957395789895601
X4c089330a0f8ccdd7dd92492808e9247	entacapone	entacapone	0.000257652578124778	0.00174761548727619	184	126	0.882968678841475	0.957395789895601
Xa49ea569715664c78018691088f7aaac	Sex	Male	0.00142555340218347	0.00863562890537235	184	120	0.869080959475746	0.957395789895601
Xa3d1f4355f204d4d49ad2bea3b801265	entacapone	entacapone	-0.00025937137245755	0.00151579640278097	184	25	0.864341401666499	0.957395789895601
X19563b70bb3469c665c888e4685e7f99	Tert_combine	Combine High	0.00101010163551206	0.0056391890522828	184	130	0.858057914206599	0.957395789895601
X19563b70bb3469c665c888e4685e7f99	Sex	Male	-0.000715968116422404	0.0047633413535283	184	130	0.880701963572507	0.957395789895601
X1daf7490935642942f91e007dfefa7e9	Tert_combine	Combine High	-0.000888410125521814	0.00597358928760367	184	122	0.881950578765116	0.957395789895601
X77be5efca77e4204775e4e828a1580db	Sex	Male	0.000513145831867244	0.00317960045867242	184	64	0.871982609130318	0.957395789895601
X00dcba6e262a3194c68f52e6af48a071	Sex	Male	0.00121119918801234	0.00778828118423806	184	160	0.876601558196085	0.957395789895601
Xe8d0f444dc3a43708bc843fd8472b381	Sex	Male	0.00265732569200555	0.0171454256564549	184	144	0.877017265954245	0.957395789895601
X1300fb2208dcbb54d400995de3bc2eaa	Sex	Male	-0.00136724582658772	0.00849876088104895	184	172	0.872384431166277	0.957395789895601
X182071d231a63cae957730240a214721	Tert_combine	Combine Medium	0.000427698886981961	0.00246291228193144	184	65	0.8623450784343	0.957395789895601
Xc6b61011752152bbbc32003f5d0c5398	Sex	Male	0.00099533672104532	0.00676345410398596	184	99	0.883179061996717	0.957395789895601
X7a6db5f059c69a310d7c97e1b488fe74	Sex	Male	0.000941285161935581	0.00616624161080524	184	146	0.878856403666363	0.957395789895601
Xf3270b7f9b020567e59ec30f7d15fc14	Age	Age	-0.000592755182918156	0.00391832173112144	184	44	0.879938060622121	0.957395789895601
X2132a94c12039eca49c517950714e48a	Tert_combine	Combine Medium	-0.000536895164048195	0.00335526455574308	184	24	0.873060900219146	0.957395789895601
X64d94620fe0f5db1cd211f24f6a6d659	Tert_combine	Combine Medium	0.000520752198123497	0.00301393116725841	184	55	0.863030993144159	0.957395789895601
X327e928d80b137060bd55c0515d64b2a	entacapone	entacapone	0.000124901435684654	0.000878009447358354	184	24	0.887048865481953	0.959977379590369
X84311c29ab5cf09c0720c450dc7c1a43	entacapone	entacapone	-0.000965020316510026	0.00740485478468325	184	56	0.896467073645531	0.963567737816864
X860a5e9ee39ccb39131b57de03fb5bf8	Age	Age	-0.000152750333275409	0.00117428681884094	184	65	0.896659355927518	0.963567737816864
X6f0b4058c92e83c77533a218739a0e38	Tert_combine	Combine Medium	-0.00128849740253235	0.0100202086818926	184	183	0.89783598515959	0.963567737816864
Xc00514d54b15725f03c323c54796a7c0	Tert_combine	Combine High	-0.00112941676723943	0.00838696491482768	184	106	0.89303925123982	0.963567737816864
X64d94620fe0f5db1cd211f24f6a6d659	Age	Age	-0.000159940971089443	0.00121141643604515	184	55	0.895120080579896	0.963567737816864
X1a9b1bbd7d800a46e40664e26298b33b	Sex	Male	-0.000245245672861948	0.00193816400497762	184	39	0.899459720991751	0.963706843919733
X3d514b698192fb4c2a0445c3498b2cfb	Tert_combine	Combine Medium	0.000824849627124731	0.00672115458410414	184	153	0.902472033764813	0.965330782385248
Xa81bf36dba92ea8defbda21f3633f8fe	Sex	Male	-0.000157027423175326	0.00132632437558521	184	20	0.90589776989879	0.967390830438277
Xecb427bf4473bf2f3205b06132125d07	Sex	Male	-0.000150931681189187	0.00132240135141088	184	23	0.909267421511072	0.967786552891845
X64d94620fe0f5db1cd211f24f6a6d659	entacapone	entacapone	-0.000139459163405995	0.00122190827992206	184	55	0.90926922643792	0.967786552891845
X1a9b1bbd7d800a46e40664e26298b33b	entacapone	entacapone	8.93720881394944e-05	0.000892280922972478	184	39	0.920335632787348	0.976342899914209
X1e10ca4ce57e3019886b4f75360a76fa	Tert_combine	Combine High	-0.000149273807459493	0.00146489230583896	184	23	0.918956876862274	0.976342899914209
X855166a7ea9905b7590e5e5fb7da7866	entacapone	entacapone	-0.000160226163336768	0.00189381553860091	184	144	0.932676201519591	0.985211710740679
X7ba07d9f4e22c332b04d5646fe2ea051	entacapone	entacapone	0.000116444699024666	0.00138877940383431	184	27	0.933278070174504	0.985211710740679
X57188cc28844564b611d3dd0d6e30de7	Sex	Male	-0.000499915852280541	0.00575167950575189	184	67	0.930841391955735	0.985211710740679
Xfc4575c432e5f43c1eaf202f1c5816c4	Age	Age	0.000109873014470838	0.00162276397794314	184	69	0.946099128916082	0.989033935414705
X47837e1a0b06f78d52ce1faf831fec84	entacapone	entacapone	0.000176409354307075	0.0025206136640518	184	163	0.944287507444183	0.989033935414705
Xa0f9d2150e3f8419a6ade2e296eafb5f	Sex	Male	-0.000723654543585383	0.010648774690845	184	113	0.94590099260768	0.989033935414705
Xe8d0f444dc3a43708bc843fd8472b381	Tert_combine	Combine Medium	-0.00143963869809971	0.0194694676793692	184	144	0.941143387514972	0.989033935414705
X278651ccb0f0d07cd2ab0837262dfc39	Tert_combine	Combine High	0.00111612520396365	0.0148990272437678	184	121	0.940373360744835	0.989033935414705
Xa965d63a2b3f783b281a48f774847f29	Tert_combine	Combine Medium	0.000708568141154991	0.0103519649608171	184	82	0.945510653980485	0.989033935414705
Xa81bf36dba92ea8defbda21f3633f8fe	Tert_combine	Combine Medium	-6.01261277026755e-05	0.00150610606468635	184	20	0.968203051809025	0.99441237009048
X4c089330a0f8ccdd7dd92492808e9247	Tert_combine	Combine Medium	0.000210171645759622	0.00431062860611858	184	126	0.961171175028557	0.99441237009048
X18f3b811ae49dad2e01b20f5f39d10a7	entacapone	entacapone	-0.000146053570228009	0.00308669952507101	184	135	0.96231672675909	0.99441237009048
Xf3e1ff3be3a6f13f24666ea97d99cd0b	Sex	Male	-0.000304020921164399	0.00620584433240931	184	160	0.960985893401169	0.99441237009048
X7bf7ea59cac793e65c0bc293eabf44dc	Tert_combine	Combine High	0.000550632936604358	0.00939643280094922	184	23	0.953340187791284	0.99441237009048
X76214bb13d1e7d69ca2f7827e3ac12e2	Tert_combine	Combine High	-0.000456395777759061	0.00820969407401616	184	169	0.955732656959474	0.99441237009048
X1e10ca4ce57e3019886b4f75360a76fa	entacapone	entacapone	2.27633898903991e-05	0.000569654894128498	184	23	0.968172491521306	0.99441237009048
Xe52994cd67774b8f72113d04a0b2c493	Sex	Male	8.4799172507962e-05	0.0021187396993884	184	64	0.968121991712668	0.99441237009048
X269fea3886e14ab0acb08ade901906fd	Tert_combine	Combine Medium	0.000113756300618692	0.00212849234675958	184	28	0.95744121469331	0.99441237009048
X6e373fe39ea68760cf9b2bf171476a55	Tert_combine	Combine High	0.000531519552370727	0.0128253622843772	184	120	0.966992065077621	0.99441237009048
X76d6be90e19a660c9a84b35fa31d801c	Tert_combine	Combine Medium	-0.00153440912419132	0.0346871884164927	184	184	0.964769126935799	0.99441237009048
X5c7f516ff4d244a8f63e883a44267f20	entacapone	entacapone	3.31616795320529e-05	0.000901034408731782	184	43	0.97068497177097	0.995376481386766
X57188cc28844564b611d3dd0d6e30de7	Tert_combine	Combine Medium	0.000207552234684801	0.00653131281095769	184	67	0.974686791388966	0.99789361975537
Xfc4575c432e5f43c1eaf202f1c5816c4	Sex	Male	-1.22763450245587e-05	0.00355540779744261	184	69	0.997249114014378	0.998230169793896
X860a5e9ee39ccb39131b57de03fb5bf8	Tert_combine	Combine High	3.61519141152474e-05	0.00304588285998945	184	65	0.990544126887942	0.998230169793896
X5b73138c8555560a7cd45cb7bd7ca6da	Tert_combine	Combine High	-1.84577546276638e-05	0.00394266094876492	184	26	0.99627023357706	0.998230169793896
X9d7e2f75c0754a3aaf6bf21a479a0046	entacapone	entacapone	9.57262180185497e-05	0.00433911694638736	184	153	0.982425300715327	0.998230169793896
Xce7e172e3d64bc42dddb2f4aa26e3a03	Tert_combine	Combine High	0.000131600462726057	0.00932654117684094	184	81	0.988758711312132	0.998230169793896
X2a7ee151e83dbc4a4ac13f84a434c8c7	entacapone	entacapone	2.82754855593213e-06	0.000816057805990639	184	25	0.997239536126972	0.998230169793896
Xf3e1ff3be3a6f13f24666ea97d99cd0b	Tert_combine	Combine Medium	-3.8831133222888e-05	0.00704703913883593	184	160	0.995609995511624	0.998230169793896
X85c51ab58e3beec0355a935d17f0758e	entacapone	entacapone	4.42923884360411e-05	0.00301802142820186	184	141	0.988308105386444	0.998230169793896
X278651ccb0f0d07cd2ab0837262dfc39	Tert_combine	Combine Medium	6.8012757265359e-05	0.0142908733758793	184	121	0.996208389170189	0.998230169793896
X7ba07d9f4e22c332b04d5646fe2ea051	Tert_combine	Combine High	-1.67987170709772e-05	0.00357130656499826	184	27	0.996252504101329	0.998230169793896
Xc71265e180d7e06bd350017b893ea44a	Sex	Male	1.32204079823996e-05	0.00595122937133227	184	95	0.998230169793896	0.998230169793896
X61d6589645d112c45ea0478e6445fa34	Tert_combine	Combine High	-2.47569448227562e-05	0.0015716698744855	184	26	0.987450932734861	0.998230169793896
X96c7cedbae877361d087a8b39206d408	Age	Age	4.26452172670306e-05	0.010093606838072	184	180	0.996633981945373	0.998230169793896
X0b2e7a7da00f71987193e385a9a4a4d1	Tert_combine	Combine Medium	0.000100576370576504	0.00487659529775466	184	161	0.983569829636596	0.998230169793896
X2132a94c12039eca49c517950714e48a	Tert_combine	Combine High	2.32678713137607e-05	0.00349804918924271	184	24	0.994700665748554	0.998230169793896
