feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Xa55f549b9a40506a070a2fb7e8ca0726	Tert_combine	Combine Medium	0.0502001313999499	0.0533335052908427	184	106	0.347928513805166	0.821564071102185
X9f79ff73dcbc3e304545d60cdbbca33b	Tert_combine	Combine Medium	0.00262575999720114	0.00279591019274143	184	57	0.349005512375192	0.821564071102185
X19563b70bb3469c665c888e4685e7f99	entacapone	entacapone	0.00204184800275756	0.0021929200049344	184	130	0.353133160070242	0.825912800682366
X570cad8230542ad8f2c032a719120bee	Sex	Male	0.00371394405903908	0.00399106330027971	184	70	0.353413849594315	0.825912800682366
Xede2e1cdf233330f3e67603862d90fd5	Tert_combine	Combine High	-0.00168111074304402	0.0018170883533384	184	24	0.35620590579655	0.829432524327706
X68ee03666c1dd76a9a1ca298d04bc99e	Tert_combine	Combine Medium	-0.0111743858225631	0.012127813423339	184	19	0.358170671648855	0.831007493573781
Xfc2bf17d11280ea7e498670124f07400	Sex	Male	-0.0017087406394903	0.00186285878075942	184	51	0.360317170655958	0.832991308505709
Xf247c06edb93b0f02277e395b87328aa	Age	Age	0.00341154598309281	0.00375224781991323	184	149	0.364546743157245	0.839759461915797
X7ba07d9f4e22c332b04d5646fe2ea051	Tert_combine	Combine Medium	-0.00309714429571362	0.00342553168551222	184	27	0.367218303125751	0.839914203957834
X264be41ad2f4137d7cd5fefe393e1b92	Tert_combine	Combine High	-0.00386957557747714	0.00427862420195862	184	50	0.367079916920109	0.839914203957834
Xf9fecdd58f0cedd3463e687ffd85ef48	Tert_combine	Combine High	-0.00195374147119584	0.00217084084629378	184	35	0.369412247494941	0.841946641817091
X960b9cea75175246a62496526868a249	Age	Age	0.00199741314339816	0.00223210137560892	184	84	0.372143421173049	0.842757254047342
Xec65ab01e974afdd946f7c025b3ceba5	Age	Age	0.00230957099432715	0.00258930813235378	184	53	0.373687712647348	0.842757254047342
X6be7c1afdd690efab2c28453f0d304da	Tert_combine	Combine Medium	0.0146817986901122	0.0164252834127483	184	171	0.372678933927154	0.842757254047342
X79a123f051e7c2965a46226b1d95246e	Tert_combine	Combine Medium	-0.00605031023010623	0.00685786896517781	184	159	0.378905728796334	0.846223770928253
X9f79ff73dcbc3e304545d60cdbbca33b	Sex	Male	0.00218264853663089	0.00246216646192999	184	57	0.376628922445575	0.846223770928253
X4a21bd45b5ff48f40bbcadf6930fc3ee	Tert_combine	Combine High	-0.0124409312407738	0.0141090343383409	184	172	0.379160728369403	0.846223770928253
Xfc2bf17d11280ea7e498670124f07400	Tert_combine	Combine Medium	0.00185168029177505	0.00211536706932499	184	51	0.382634871304305	0.851032731004402
X1e10ca4ce57e3019886b4f75360a76fa	Tert_combine	Combine Medium	-0.00121965653925366	0.00140509780333486	184	23	0.386620239641522	0.8569417682776
X7888dc681f2841bbc77d1f456dbda3d9	Tert_combine	Combine Medium	-0.0112080063283367	0.012956808172511	184	178	0.38825674581805	0.857621921413158
Xa81bf36dba92ea8defbda21f3633f8fe	Age	Age	0.000522039517461553	0.00060536274385058	184	20	0.389719741198558	0.857915471239147
X860a5e9ee39ccb39131b57de03fb5bf8	Sex	Male	-0.00221237920544133	0.00257281315637354	184	65	0.391065912329522	0.857950726029053
X1941bdf9450a85f4069a80e526137af7	Tert_combine	Combine High	-0.0113066146112449	0.0132406581987538	184	179	0.394358929147569	0.859329423311425
Xdd887bed9045e6e59c223bf9074e8f71	Tert_combine	Combine High	-0.00190849907976205	0.00223291002929772	184	32	0.393926796174327	0.859329423311425
Xec65ab01e974afdd946f7c025b3ceba5	Tert_combine	Combine High	-0.0056957632451209	0.00671618648274712	184	53	0.3976083807357	0.861912204911758
X970c4c927d69ee41accb2c1a29f9a023	Tert_combine	Combine Medium	-0.00550898832193502	0.0065228464769195	184	35	0.399553099641265	0.861912204911758
X264be41ad2f4137d7cd5fefe393e1b92	Tert_combine	Combine Medium	-0.00346876264711141	0.00410397777604842	184	50	0.399190347181994	0.861912204911758
X2487d88c9966a6b0e2b87711d51811a8	Tert_combine	Combine High	-0.00202198025612338	0.00243978012199637	184	24	0.408418874439603	0.869406514896185
X4c8288bfbd76958c0c094d87b97650f8	Age	Age	0.00678297402883497	0.00817410747841191	184	91	0.407822549939961	0.869406514896185
X4c8288bfbd76958c0c094d87b97650f8	Sex	Male	0.0148529652284498	0.0179091265648601	184	91	0.408082239481102	0.869406514896185
X76d6be90e19a660c9a84b35fa31d801c	entacapone	entacapone	0.0117075637620909	0.0140628834506144	184	184	0.406300110390167	0.869406514896185
X988ee95161bcfd6129fddab0fda16d68	Sex	Male	0.00159363655738516	0.00192893064203988	184	22	0.409875915719677	0.869638044865762
X1941bdf9450a85f4069a80e526137af7	Age	Age	0.00420004856566744	0.00510470399233565	184	179	0.411799413294746	0.870854496967578
X9c804f3d76b861e98e017e380f2f04df	Tert_combine	Combine High	-0.00491361280658973	0.00602263251565075	184	137	0.415736600343929	0.876307539940634
X9c19eb9efc671777c92ee43ca21be172	entacapone	entacapone	-0.000894964453436839	0.00110948675724351	184	37	0.421010183507262	0.877074940368206
Xcb645d9e303b0e2d761969abb610d210	Tert_combine	Combine Medium	0.0057683830094374	0.00720142232199821	184	20	0.424259506038574	0.877074940368206
Xc2f27e09022e99cda9f6629948f66252	Tert_combine	Combine Medium	0.00178060362618659	0.00221819587908871	184	28	0.423267232517461	0.877074940368206
X7bf7ea59cac793e65c0bc293eabf44dc	Tert_combine	Combine Medium	-0.00726156191272906	0.00901288581772973	184	23	0.421562443176286	0.877074940368206
X1daf7490935642942f91e007dfefa7e9	Tert_combine	Combine Medium	-0.00461558608340265	0.0057297571654795	184	122	0.421643036127355	0.877074940368206
X6e373fe39ea68760cf9b2bf171476a55	Sex	Male	-0.0087023387628529	0.0108333978479451	184	120	0.422943323814882	0.877074940368206
X860a5e9ee39ccb39131b57de03fb5bf8	entacapone	entacapone	-0.000937128370970261	0.00118445709027148	184	65	0.429949792563046	0.880373384771952
X77be5efca77e4204775e4e828a1580db	Age	Age	0.00115193780801364	0.00145123749019634	184	64	0.428453457557266	0.880373384771952
Xc71265e180d7e06bd350017b893ea44a	entacapone	entacapone	0.00217363372099305	0.0027397931354806	184	95	0.428688989119722	0.880373384771952
X80a9a51ced500bf3bfbca440e0971948	Tert_combine	Combine High	-0.00161708719451023	0.00206865614942843	184	54	0.435485871499222	0.886083240116713
Xff241ad98176a2c70cdb70878176ca2e	Tert_combine	Combine High	-0.00499955395614955	0.00639316459840423	184	119	0.435306224215906	0.886083240116713
X1f9695def389854178788b2e4a8792ee	Tert_combine	Combine High	0.00101924773934952	0.00142048382450692	184	28	0.474040185122896	0.888029363008642
X84311c29ab5cf09c0720c450dc7c1a43	Tert_combine	Combine Medium	0.0116855538521005	0.0182646463660946	184	56	0.523180089834549	0.888029363008642
Xd039ffee9e93545befc0b24c6b1adb8a	Age	Age	-0.0013189710220977	0.00170329331539273	184	97	0.439803295155088	0.888029363008642
Xd039ffee9e93545befc0b24c6b1adb8a	Sex	Male	0.00276703188264271	0.00373184419742609	184	97	0.45944676497319	0.888029363008642
X630532cabb74720c1204579e6fe741b4	Age	Age	0.000682564805408456	0.000911774910304809	184	26	0.455138433147147	0.888029363008642
X630532cabb74720c1204579e6fe741b4	entacapone	entacapone	-0.000613875895767466	0.000919671616775981	184	26	0.5053720722697	0.888029363008642
Xfc4575c432e5f43c1eaf202f1c5816c4	Tert_combine	Combine Medium	0.0025849993733868	0.00403733908893802	184	69	0.522867389692773	0.888029363008642
Xcbd66fa79a3e7fa1c33d29ed908de048	entacapone	entacapone	0.00128189413010312	0.00193559819289442	184	19	0.508703849479207	0.888029363008642
X1a9b1bbd7d800a46e40664e26298b33b	Tert_combine	Combine High	-0.00152551284449138	0.00229453915376074	184	39	0.507061249641083	0.888029363008642
Xcb645d9e303b0e2d761969abb610d210	entacapone	entacapone	0.00186815932167621	0.00291960136915454	184	20	0.523130095562076	0.888029363008642
X855166a7ea9905b7590e5e5fb7da7866	Tert_combine	Combine High	0.0036859958461982	0.00487002892412429	184	144	0.450185801371265	0.888029363008642
X960b9cea75175246a62496526868a249	entacapone	entacapone	0.00156989201480596	0.00225143317469428	184	84	0.486587866255828	0.888029363008642
X40f29bc827ddfc03d7fb5b76fb311557	Sex	Male	0.00461539690981491	0.00675312682775812	184	153	0.495266621511205	0.888029363008642
Xa3d1f4355f204d4d49ad2bea3b801265	Tert_combine	Combine Medium	0.00262740854742074	0.00373882892572849	184	25	0.483193085025427	0.888029363008642
X68ee03666c1dd76a9a1ca298d04bc99e	Tert_combine	Combine High	-0.00882376405043116	0.0126439174044213	184	19	0.486225550035375	0.888029363008642
X8ac938c2111c4dea67b9a99a3f7900bc	Sex	Male	0.00148652081549495	0.00207341736463764	184	29	0.474405199389417	0.888029363008642
X9d7e2f75c0754a3aaf6bf21a479a0046	Sex	Male	-0.00685273754629716	0.00942519341426712	184	153	0.468197463235843	0.888029363008642
Xfbbeae3dceada6928b2cdc472f5d9901	entacapone	entacapone	0.00927074399057447	0.0125579143862748	184	147	0.461399142905557	0.888029363008642
X2a7ee151e83dbc4a4ac13f84a434c8c7	Tert_combine	Combine High	0.00135746556167717	0.00209852809733932	184	25	0.51860176459558	0.888029363008642
X86b5603a79c587d59312beef52df3409	Tert_combine	Combine Medium	0.00420281531984379	0.00644687103651097	184	172	0.515346553308841	0.888029363008642
X86b5603a79c587d59312beef52df3409	entacapone	entacapone	-0.00201596302421492	0.00261369111036075	184	172	0.44160738643138	0.888029363008642
X9d2a55480c1cd54eacfb0243d4562261	Tert_combine	Combine Medium	0.00212450071752337	0.00317129343454735	184	27	0.503830981271809	0.888029363008642
X47837e1a0b06f78d52ce1faf831fec84	Tert_combine	Combine High	-0.00461286648509052	0.00648186753158856	184	163	0.477664210045211	0.888029363008642
X47837e1a0b06f78d52ce1faf831fec84	Tert_combine	Combine Medium	0.00439679062610555	0.00621728832477318	184	163	0.480429558521573	0.888029363008642
X47837e1a0b06f78d52ce1faf831fec84	Age	Age	0.00161606944771127	0.0024989705624608	184	163	0.518712496881003	0.888029363008642
X76214bb13d1e7d69ca2f7827e3ac12e2	Sex	Male	-0.0044466625546649	0.00693460973200518	184	169	0.522248684143576	0.888029363008642
Xa0f9d2150e3f8419a6ade2e296eafb5f	Age	Age	0.00368303990957855	0.00486032797418222	184	113	0.449646699091207	0.888029363008642
X1e10ca4ce57e3019886b4f75360a76fa	Age	Age	-0.000392457131639818	0.000564763585745437	184	23	0.488074707972632	0.888029363008642
X77be5efca77e4204775e4e828a1580db	Tert_combine	Combine Medium	0.0026373027616821	0.00361059151308525	184	64	0.466141650687964	0.888029363008642
X7d0ccb9242c92ba67eae0552bf7c6f94	Tert_combine	Combine Medium	-0.0032897934222186	0.00488431106547058	184	102	0.501527486914608	0.888029363008642
X0b3590ab4de6582222af6f3565ceca0c	Tert_combine	Combine Medium	-0.00217269282484789	0.00333105366785961	184	30	0.515128804720263	0.888029363008642
X84b17f815f1e8767da103f96068901ec	Sex	Male	-0.00470862987647034	0.00635406866842815	184	131	0.459702692473263	0.888029363008642
Xecb427bf4473bf2f3205b06132125d07	Tert_combine	Combine Medium	-0.000976278494217268	0.00150165127925858	184	23	0.516492012621082	0.888029363008642
Xecb427bf4473bf2f3205b06132125d07	entacapone	entacapone	-0.000437666751279546	0.000608799614143376	184	23	0.473200544986292	0.888029363008642
Xc5a684b3dfddaa1e68d4563ea771ed15	Tert_combine	Combine High	0.00966606595124024	0.0133502325083046	184	162	0.470049882747572	0.888029363008642
X5c7f516ff4d244a8f63e883a44267f20	Tert_combine	Combine High	0.00151768019515721	0.00231704912263882	184	43	0.513359966523681	0.888029363008642
X5c7f516ff4d244a8f63e883a44267f20	Tert_combine	Combine Medium	-0.001672017235949	0.00222247097582658	184	43	0.45290930400674	0.888029363008642
X0029d1a452fe37b0ff76a9c1da5ccf21	Sex	Male	-0.00358148774369649	0.00476347825840074	184	84	0.453184905469767	0.888029363008642
X059d6e79cba765d062053442b8ada21c	entacapone	entacapone	0.00447072339126472	0.00670533832587488	184	124	0.505852285702513	0.888029363008642
X1d25e5714547bb8a8f93b8364d36889e	Tert_combine	Combine Medium	-0.00953557616562876	0.0138838134036473	184	132	0.493147836682863	0.888029363008642
X1d25e5714547bb8a8f93b8364d36889e	Sex	Male	0.00890572221339331	0.0122265228028073	184	132	0.467386693935105	0.888029363008642
Xc71265e180d7e06bd350017b893ea44a	Tert_combine	Combine Medium	-0.00475478221880966	0.00675791142309987	184	95	0.482663660841056	0.888029363008642
X61d6589645d112c45ea0478e6445fa34	Tert_combine	Combine Medium	-0.00113895096381027	0.00150751688667134	184	26	0.450998248491154	0.888029363008642
X61d6589645d112c45ea0478e6445fa34	Age	Age	0.000396411033118223	0.000605929808208094	184	26	0.513865038803196	0.888029363008642
X61d6589645d112c45ea0478e6445fa34	Sex	Male	-0.000851720709948604	0.00132756678980302	184	26	0.522029853134834	0.888029363008642
Xdd887bed9045e6e59c223bf9074e8f71	entacapone	entacapone	-0.000620496969769344	0.000868315111812653	184	32	0.475848734164704	0.888029363008642
X7a6db5f059c69a310d7c97e1b488fe74	Age	Age	0.00191822855160165	0.00281440423585344	184	146	0.496445997970365	0.888029363008642
X7a6db5f059c69a310d7c97e1b488fe74	entacapone	entacapone	-0.00196524043583749	0.00283877924759217	184	146	0.48971496443204	0.888029363008642
X86486b103104c344caa9a990b454797c	Age	Age	-0.00193438272496391	0.00264137188559985	184	111	0.46498143004067	0.888029363008642
Xc6faae06a70c97500e4f329b617e70b7	Sex	Male	0.00753753604687974	0.0106993980040488	184	118	0.482107923597603	0.888029363008642
Xc6faae06a70c97500e4f329b617e70b7	entacapone	entacapone	0.00353841038825025	0.00492572800948948	184	118	0.473537636086531	0.888029363008642
Xe0565865ef72ba498c2938b247ff36dc	Sex	Male	-0.00220082988938718	0.00323525799045881	184	27	0.497273628053168	0.888029363008642
X94a45fbb634a4ae23f34d8160d95c8b7	Age	Age	0.00143594029932816	0.00219849142336461	184	155	0.514553719928689	0.888029363008642
X6be7c1afdd690efab2c28453f0d304da	Tert_combine	Combine High	0.0126045925430439	0.0171242679587515	184	171	0.462716981474848	0.888029363008642
Xa75f6c6ef715f88994d61a440132c65b	entacapone	entacapone	0.00616021215700582	0.00914755046044752	184	161	0.50160073535528	0.888029363008642
Xf857e38c09d5f11ed7357057fffcc3a0	Sex	Male	-0.0037263837802145	0.00530437802592435	184	65	0.483332804145795	0.888029363008642
Xf857e38c09d5f11ed7357057fffcc3a0	entacapone	entacapone	-0.00182787304482919	0.00244199939149183	184	65	0.455196241911033	0.888029363008642
Xede2e1cdf233330f3e67603862d90fd5	Tert_combine	Combine Medium	-0.00121669277236466	0.00174291778553571	184	24	0.486093430024657	0.888029363008642
X5d1a7a11e80c627fbc98743087f309f0	Tert_combine	Combine High	-0.00651203018078301	0.00919408016513863	184	175	0.479749784392184	0.888029363008642
Xf247c06edb93b0f02277e395b87328aa	entacapone	entacapone	-0.00294274019993015	0.00378474531387371	184	149	0.437941667559531	0.888029363008642
Xa9625534f57e5ed4661782588cc20467	entacapone	entacapone	-0.000770914014634124	0.00109672951878286	184	97	0.483078000522354	0.888029363008642
Xac4a57c0c6ca41f976c5c914e25ed371	Tert_combine	Combine Medium	-0.00372125131577074	0.00571576027882841	184	54	0.515903081824222	0.888029363008642
X1703aefcb845a13faff8f80ea8265820	entacapone	entacapone	-0.000746511742908956	0.00106712444136211	184	61	0.48517301632285	0.888029363008642
Xd039ffee9e93545befc0b24c6b1adb8a	Tert_combine	Combine Medium	-0.00257751938393625	0.004237691232756	184	97	0.543851914049189	0.891737459842595
Xd4dcc0bc5f5a6e517ddf472187dbc2e7	entacapone	entacapone	-0.00399248992170261	0.00637455132816582	184	151	0.531957099404218	0.891737459842595
X1a9b1bbd7d800a46e40664e26298b33b	Tert_combine	Combine Medium	0.00132394803107818	0.00220087982697718	184	39	0.548281949126648	0.891737459842595
X9228756628ca33af7e8809e0968c79f8	Tert_combine	Combine High	-0.00114700655262504	0.00190514655418762	184	20	0.54794796439435	0.891737459842595
X40f29bc827ddfc03d7fb5b76fb311557	Age	Age	-0.00188258549736485	0.00308227117082037	184	153	0.542171555670855	0.891737459842595
Xc44642d31840ae8b6896c0bc0f5a8802	Age	Age	-0.00173471212361703	0.00277591087418648	184	167	0.532873795806723	0.891737459842595
Xc2f27e09022e99cda9f6629948f66252	Tert_combine	Combine High	0.00139394066470078	0.00231259209743875	184	28	0.547480382544061	0.891737459842595
Xc2f27e09022e99cda9f6629948f66252	Sex	Male	0.00118632857191457	0.0019534130651487	184	28	0.544464730148871	0.891737459842595
X2a7ee151e83dbc4a4ac13f84a434c8c7	Sex	Male	-0.00109666372841493	0.00177259630328424	184	25	0.536967418166392	0.891737459842595
X85c51ab58e3beec0355a935d17f0758e	Tert_combine	Combine Medium	0.0045547005364734	0.00744418300078258	184	141	0.541466165475613	0.891737459842595
X76214bb13d1e7d69ca2f7827e3ac12e2	Tert_combine	Combine Medium	0.0047908873473432	0.00787458782019123	184	169	0.54374489282241	0.891737459842595
Xa0f9d2150e3f8419a6ade2e296eafb5f	Tert_combine	Combine Medium	-0.00723831092167197	0.0120922034146313	184	113	0.550250401577291	0.891737459842595
X1daf7490935642942f91e007dfefa7e9	Sex	Male	0.0031964694492657	0.00504580439116821	184	122	0.527274819823912	0.891737459842595
Xde021ed367003d69832c2a5461985f38	Tert_combine	Combine High	-0.00325506561487249	0.00528119611285361	184	154	0.538497754036559	0.891737459842595
X96c7cedbae877361d087a8b39206d408	Tert_combine	Combine Medium	0.0151638855623809	0.0251122861917186	184	180	0.546762325417579	0.891737459842595
Xf3270b7f9b020567e59ec30f7d15fc14	Tert_combine	Combine High	-0.00610222891713748	0.0101634019979267	184	44	0.54904075017868	0.891737459842595
Xf857e38c09d5f11ed7357057fffcc3a0	Tert_combine	Combine High	-0.00381985790101168	0.0062797075147271	184	65	0.543819335643784	0.891737459842595
Xf857e38c09d5f11ed7357057fffcc3a0	Tert_combine	Combine Medium	-0.00380637560297661	0.00602338014839602	184	65	0.528289340211606	0.891737459842595
X84b17f815f1e8767da103f96068901ec	Tert_combine	Combine Medium	0.00429972235342567	0.00721535510702704	184	131	0.552035495189225	0.892388206508898
Xecb427bf4473bf2f3205b06132125d07	Age	Age	0.000357136821588431	0.000603572191914661	184	23	0.554843387050883	0.89468496161955
Xcbd66fa79a3e7fa1c33d29ed908de048	Tert_combine	Combine High	0.00284198811313193	0.00497747483466232	184	19	0.568783044426925	0.896807798080564
Xcbd66fa79a3e7fa1c33d29ed908de048	Age	Age	-0.0011096540540991	0.00191897829238145	184	19	0.563867964857506	0.896807798080564
X860a5e9ee39ccb39131b57de03fb5bf8	Tert_combine	Combine Medium	-0.00150226434598432	0.0029215549148068	184	65	0.607787694338182	0.896807798080564
X9f05e4992392a05c38e1c790e07f3e5c	Tert_combine	Combine Medium	0.00246139542788239	0.00474416359855006	184	131	0.604564824048652	0.896807798080564
X855166a7ea9905b7590e5e5fb7da7866	Sex	Male	0.00216678496242533	0.00411364292845787	184	144	0.599074890851686	0.896807798080564
X7888dc681f2841bbc77d1f456dbda3d9	Tert_combine	Combine High	-0.00687478073507868	0.0135081903587742	184	178	0.611466060932407	0.896807798080564
X40f29bc827ddfc03d7fb5b76fb311557	entacapone	entacapone	0.00162709561974094	0.00310896612636855	184	153	0.601416269432704	0.896807798080564
X18f3b811ae49dad2e01b20f5f39d10a7	Sex	Male	-0.00346778908057033	0.0067047605296148	184	135	0.605687791676769	0.896807798080564
X8c3c2cadc6f0966f44b3f2371d81abd3	Age	Age	-0.000894919376444989	0.00159273743983868	184	79	0.574950014677254	0.896807798080564
X19563b70bb3469c665c888e4685e7f99	Tert_combine	Combine Medium	-0.00299528275244929	0.00540900659957703	184	130	0.580480486291049	0.896807798080564
X988ee95161bcfd6129fddab0fda16d68	Tert_combine	Combine High	0.00123510525807792	0.00228360802887807	184	22	0.58932258717511	0.896807798080564
X970d6f0c54e1e999cbdcdefc80299e2b	Tert_combine	Combine Medium	-0.00800754866655269	0.0136859490338538	184	79	0.559270421080589	0.896807798080564
X5fe7ab4157717cdcf56706e5c043b959	Sex	Male	0.00342536215033884	0.00664407639137175	184	145	0.606845607263806	0.896807798080564
X85c51ab58e3beec0355a935d17f0758e	Tert_combine	Combine High	0.00444363527020622	0.00776097320430068	184	141	0.567707013296212	0.896807798080564
X3d514b698192fb4c2a0445c3498b2cfb	entacapone	entacapone	0.00139141611581311	0.00272489117408196	184	153	0.610279212901029	0.896807798080564
X1daf7490935642942f91e007dfefa7e9	Age	Age	-0.00120905945695132	0.00230301278284443	184	122	0.600282028183259	0.896807798080564
X1e10ca4ce57e3019886b4f75360a76fa	Sex	Male	-0.000639088806070616	0.00123737332339363	184	23	0.606192620059365	0.896807798080564
Xe52994cd67774b8f72113d04a0b2c493	Tert_combine	Combine High	0.00133337961241471	0.0025083177607202	184	64	0.595716878961272	0.896807798080564
X00dcba6e262a3194c68f52e6af48a071	Tert_combine	Combine High	0.00500759128127452	0.00922033226901181	184	160	0.587778649029453	0.896807798080564
X7d0ccb9242c92ba67eae0552bf7c6f94	Tert_combine	Combine High	0.0026887898894108	0.00509216488855814	184	102	0.59817879743739	0.896807798080564
X970c4c927d69ee41accb2c1a29f9a023	Tert_combine	Combine High	0.00377380234745253	0.00680042883387168	184	35	0.579676573475363	0.896807798080564
X0b3590ab4de6582222af6f3565ceca0c	Sex	Male	0.00155043643020339	0.00293343063921914	184	30	0.597821890456366	0.896807798080564
X269fea3886e14ab0acb08ade901906fd	Tert_combine	Combine High	0.00127910232968992	0.00221907119519007	184	28	0.565107258313875	0.896807798080564
X278651ccb0f0d07cd2ab0837262dfc39	entacapone	entacapone	-0.00330439777678912	0.00579380733541732	184	121	0.569214045907979	0.896807798080564
Xf9fecdd58f0cedd3463e687ffd85ef48	Sex	Male	-0.00106523199019422	0.00183367783544934	184	35	0.562068517384944	0.896807798080564
Xf9fecdd58f0cedd3463e687ffd85ef48	entacapone	entacapone	-0.000479452822553335	0.00084417817442018	184	35	0.570825724505028	0.896807798080564
Xa965d63a2b3f783b281a48f774847f29	entacapone	entacapone	0.00226567323543715	0.0041968946857508	184	82	0.590018671122372	0.896807798080564
X80a9a51ced500bf3bfbca440e0971948	Tert_combine	Combine Medium	0.00109942113028585	0.00198421699658826	184	54	0.580258741835576	0.896807798080564
Xc71265e180d7e06bd350017b893ea44a	Tert_combine	Combine High	-0.0037791914148433	0.00704549706343891	184	95	0.592392982487586	0.896807798080564
X182071d231a63cae957730240a214721	Sex	Male	-0.00110287612283734	0.00216891802712057	184	65	0.611775862256509	0.896807798080564
X96c7cedbae877361d087a8b39206d408	Tert_combine	Combine High	0.0135647219410322	0.0261809496370749	184	180	0.605060247312357	0.896807798080564
X0b2e7a7da00f71987193e385a9a4a4d1	entacapone	entacapone	-0.00116008601711	0.00197706976087836	184	161	0.558145570057507	0.896807798080564
X9f185911874fb5d5b2623b647359f33b	Tert_combine	Combine Medium	0.00217389104948518	0.00421157236383608	184	54	0.606413769068381	0.896807798080564
Xe0565865ef72ba498c2938b247ff36dc	entacapone	entacapone	-0.00082046256796162	0.001489429675903	184	27	0.582463588983825	0.896807798080564
X94a45fbb634a4ae23f34d8160d95c8b7	Sex	Male	-0.00279691767104051	0.00481680247743034	184	155	0.562248671291236	0.896807798080564
Xf3270b7f9b020567e59ec30f7d15fc14	Tert_combine	Combine Medium	-0.00535548429448565	0.00974854858939082	184	44	0.583486382857968	0.896807798080564
X6be7c1afdd690efab2c28453f0d304da	Age	Age	0.0035583363950587	0.00660196175316205	184	171	0.590613017736775	0.896807798080564
X4a21bd45b5ff48f40bbcadf6930fc3ee	Tert_combine	Combine Medium	-0.00710737147695863	0.0135331266858045	184	172	0.600148220553537	0.896807798080564
X5d1a7a11e80c627fbc98743087f309f0	Tert_combine	Combine Medium	-0.00458678067045018	0.00881879288479318	184	175	0.603668579482918	0.896807798080564
X1703aefcb845a13faff8f80ea8265820	Tert_combine	Combine High	0.00146164523040566	0.00274415685643428	184	61	0.594987231790541	0.896807798080564
X630532cabb74720c1204579e6fe741b4	Sex	Male	0.00099050065074411	0.00199766057767634	184	26	0.620662154821676	0.898465220022699
X1a9b1bbd7d800a46e40664e26298b33b	Age	Age	0.000435168475658501	0.000884619405089343	184	39	0.623412866701474	0.898465220022699
X7888dc681f2841bbc77d1f456dbda3d9	entacapone	entacapone	-0.00262622492296539	0.00525295048518128	184	178	0.617762837707851	0.898465220022699
X6f0b4058c92e83c77533a218739a0e38	Age	Age	-0.00197303382957639	0.00402751251313043	184	183	0.624851600278369	0.898465220022699
X9d7e2f75c0754a3aaf6bf21a479a0046	Tert_combine	Combine Medium	0.00531852139690694	0.010702767153628	184	153	0.619888386284849	0.898465220022699
X0bc4e35da130d9cb9fc1090c80011153	Age	Age	0.0030446729835993	0.0063040340610901	184	179	0.629744281699308	0.898465220022699
X61d6589645d112c45ea0478e6445fa34	entacapone	entacapone	0.00029751234687213	0.000611177649296366	184	26	0.627044899556759	0.898465220022699
X182071d231a63cae957730240a214721	Tert_combine	Combine High	-0.00123553518948241	0.00256772250529083	184	65	0.631015108015942	0.898465220022699
Xde021ed367003d69832c2a5461985f38	Tert_combine	Combine Medium	0.00243865839819206	0.00506562634507206	184	154	0.630849455449547	0.898465220022699
Xc6b61011752152bbbc32003f5d0c5398	Age	Age	0.0014982300005852	0.00308698476003646	184	99	0.628069145498682	0.898465220022699
Xdc04cb67b3295173275e20a8a7a3d16a	entacapone	entacapone	0.000354338823422446	0.00072229866580603	184	23	0.624369987956955	0.898465220022699
X2132a94c12039eca49c517950714e48a	entacapone	entacapone	0.000671682626330863	0.00136029169694703	184	24	0.62210763983582	0.898465220022699
X5d1a7a11e80c627fbc98743087f309f0	entacapone	entacapone	-0.00173049695814063	0.00357531590698159	184	175	0.629007455933029	0.898465220022699
Xd039ffee9e93545befc0b24c6b1adb8a	Tert_combine	Combine High	-0.00211659452022643	0.00441802788862952	184	97	0.632503786488519	0.898601194460561
Xac4a57c0c6ca41f976c5c914e25ed371	Tert_combine	Combine High	-0.00281885324646068	0.00595899675780808	184	54	0.636797539011387	0.902712994862296
X327e928d80b137060bd55c0515d64b2a	Sex	Male	-0.000894540072273592	0.0019071642832296	184	24	0.639647749532336	0.904764908877976
X630532cabb74720c1204579e6fe741b4	Tert_combine	Combine Medium	0.00105659310520858	0.00226844108922877	184	26	0.641976705932441	0.906072156075327
X1f9695def389854178788b2e4a8792ee	entacapone	entacapone	0.0002509712966616	0.000552385700597493	184	28	0.65017010295002	0.906865031747471
Xd926c5000a193dc8473f190e75b9fcd0	entacapone	entacapone	-0.000586385522767653	0.00130507712004755	184	38	0.653786418236549	0.906865031747471
X5b73138c8555560a7cd45cb7bd7ca6da	Sex	Male	-0.00150036868567005	0.00333030862524296	184	26	0.652916830107728	0.906865031747471
X970c4c927d69ee41accb2c1a29f9a023	Sex	Male	0.0026085305319975	0.00574422378568676	184	35	0.650333148132209	0.906865031747471
X570cad8230542ad8f2c032a719120bee	Tert_combine	Combine Medium	-0.00206185064919656	0.00453204717620168	184	70	0.64973323568935	0.906865031747471
X9f79ff73dcbc3e304545d60cdbbca33b	Age	Age	0.000516617644669827	0.00112378530670762	184	57	0.646317270243804	0.906865031747471
Xa75f6c6ef715f88994d61a440132c65b	Tert_combine	Combine Medium	0.0103208378390928	0.0225631398770539	184	161	0.647959970185506	0.906865031747471
Xac4a57c0c6ca41f976c5c914e25ed371	Age	Age	-0.00103957666042808	0.00229738688842229	184	54	0.651489744398005	0.906865031747471
X2487d88c9966a6b0e2b87711d51811a8	Tert_combine	Combine Medium	-0.00100070993420957	0.00234019229698516	184	24	0.669476379858305	0.907168623967661
